invoice_line_no,date,itemno,pack,sale_bottles,sale_dollars,state_bottle_retail,vendor_no
S05957200015,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05957400132,2012-06-07T00:00:00.000,19068,6,2,55.1,27.55,65
S05956100030,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05954900025,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05954800003,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05952800016,2012-06-07T00:00:00.000,19068,6,2,55.1,27.55,65
S05952200008,2012-06-07T00:00:00.000,19068,6,2,55.1,27.55,65
S05951900022,2012-06-07T00:00:00.000,19068,6,12,330.6,27.55,65
S05950900035,2012-06-07T00:00:00.000,19068,6,1,27.55,27.55,65
S05950600005,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05949300048,2012-06-07T00:00:00.000,19068,6,2,55.1,27.55,65
S05946700021,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05945700005,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05943100003,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05943000073,2012-06-07T00:00:00.000,19068,6,1,27.55,27.55,65
S05942400010,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05939100027,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05935800007,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05934200038,2012-06-07T00:00:00.000,19068,6,4,110.2,27.55,65
S05950300064,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05942100050,2012-06-07T00:00:00.000,19068,6,6,165.3,27.55,65
S05986700009,2012-06-11T00:00:00.000,19068,6,36,991.8,27.55,65
S05985300013,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05985200007,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05985000030,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05982500047,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05981500019,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05980000003,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05978500006,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05977300071,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05937100027,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05980400042,2012-06-11T00:00:00.000,19068,6,2,55.1,27.55,65
S05970800006,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05973700016,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05978100002,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05973900009,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S06001000002,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S06000300007,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05999700041,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05975400155,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05994100023,2012-06-11T00:00:00.000,19068,6,1,27.55,27.55,65
S05994000010,2012-06-11T00:00:00.000,19068,6,3,82.65,27.55,65
S05993500008,2012-06-11T00:00:00.000,19068,6,6,165.3,27.55,65
S05992200020,2012-06-11T00:00:00.000,19068,6,2,55.1,27.55,65
S05987500007,2012-06-11T00:00:00.000,19068,6,60,1653,27.55,65
S06004700034,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06033500028,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06016500004,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06008300066,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06007100002,2012-06-12T00:00:00.000,19068,6,30,826.5,27.55,65
S06006200007,2012-06-12T00:00:00.000,19068,6,24,661.2,27.55,65
S06003200018,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S05996500008,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06021900013,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06023600096,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06025800013,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06028000023,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06028700094,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06004900003,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06008400064,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06022900070,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06016200007,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06029600026,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06016000090,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06030500011,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06031400028,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06013100085,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06012400025,2012-06-12T00:00:00.000,19068,6,2,55.1,27.55,65
S06032300047,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06011100039,2012-06-12T00:00:00.000,19068,6,1,27.55,27.55,65
S06010400003,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06009200004,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06008500008,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06032800057,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06033100012,2012-06-12T00:00:00.000,19068,6,6,165.3,27.55,65
S06056000070,2012-06-13T00:00:00.000,19068,6,2,55.1,27.55,65
S06057500033,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06057600008,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06059600017,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06060100041,2012-06-13T00:00:00.000,19068,6,1,27.55,27.55,65
S06060400016,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06033200028,2012-06-13T00:00:00.000,19068,6,2,55.1,27.55,65
S06047900020,2012-06-13T00:00:00.000,19068,6,3,82.65,27.55,65
S06046400016,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06045500021,2012-06-13T00:00:00.000,19068,6,1,27.55,27.55,65
S06045400063,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06042300024,2012-06-13T00:00:00.000,19068,6,1,27.55,27.55,65
S06040600044,2012-06-13T00:00:00.000,19068,6,1,27.55,27.55,65
S06060600036,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06042100006,2012-06-13T00:00:00.000,19068,6,72,1983.6,27.55,65
S06062700006,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06011700009,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06049900006,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06051600024,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06052500006,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06014300007,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06052600040,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06051800019,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06055900026,2012-06-13T00:00:00.000,19068,6,2,55.1,27.55,65
S06060000002,2012-06-13T00:00:00.000,19068,6,6,165.3,27.55,65
S06053900018,2012-06-13T00:00:00.000,19068,6,2,55.1,27.55,65
S06055200031,2012-06-13T00:00:00.000,19068,6,3,82.65,27.55,65
S06055800047,2012-06-13T00:00:00.000,19068,6,2,55.1,27.55,65
S06082200048,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06085800042,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06060500014,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06065500067,2012-06-14T00:00:00.000,19068,6,54,1487.7,27.55,65
S06065700026,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06065900005,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06068500005,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06070000050,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06070500001,2012-06-14T00:00:00.000,19068,6,90,2479.5,27.55,65
S06070600010,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06070700007,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06071500037,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06073700004,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06073800034,2012-06-14T00:00:00.000,19068,6,1,27.55,27.55,65
S06074800019,2012-06-14T00:00:00.000,19068,6,2,55.1,27.55,65
S06075000032,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06075900016,2012-06-14T00:00:00.000,19068,6,1,27.55,27.55,65
S06076200004,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06076800018,2012-06-14T00:00:00.000,19068,6,2,55.1,27.55,65
S06078500003,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06078700027,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06078800003,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06079700002,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06079900013,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06080400008,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06073400045,2012-06-14T00:00:00.000,19068,6,6,165.3,27.55,65
S06081400042,2012-06-14T00:00:00.000,19068,6,3,82.65,27.55,65
S06084300035,2012-06-14T00:00:00.000,19068,6,2,55.1,27.55,65
S06111800032,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06088400007,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06122200005,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06088100012,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06090900007,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06092000012,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06120300009,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06120800004,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06121800028,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06122400052,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06117300056,2012-06-18T00:00:00.000,19068,6,3,82.65,27.55,65
S06116400005,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06116200038,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06116100006,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06115300025,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06114900033,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06114800049,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06113400009,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06112000034,2012-06-18T00:00:00.000,19068,6,2,55.1,27.55,65
S06111000027,2012-06-18T00:00:00.000,19068,6,18,495.9,27.55,65
S06109500003,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06108200003,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06107600062,2012-06-18T00:00:00.000,19068,6,2,55.1,27.55,65
S06106300010,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06106000013,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06104400032,2012-06-18T00:00:00.000,19068,6,1,27.55,27.55,65
S06101600007,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06119500013,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06120100024,2012-06-18T00:00:00.000,19068,6,6,165.3,27.55,65
S06140500012,2012-06-19T00:00:00.000,19068,6,2,55.1,27.55,65
S06144000002,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06125900013,2012-06-19T00:00:00.000,19068,6,2,55.1,27.55,65
S06127100022,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06093400005,2012-06-19T00:00:00.000,19068,6,12,330.6,27.55,65
S06117500023,2012-06-19T00:00:00.000,19068,6,2,55.1,27.55,65
S06109600025,2012-06-19T00:00:00.000,19068,6,2,55.1,27.55,65
S06137200094,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06131900075,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06130900037,2012-06-19T00:00:00.000,19068,6,1,27.55,27.55,65
S06130400021,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06130100091,2012-06-19T00:00:00.000,19068,6,12,330.6,27.55,65
S06148400038,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06147700019,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06138400041,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06136700001,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06134400002,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06142200010,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06140000005,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06138700062,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06138600009,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06093000006,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06128400007,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06152700032,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06150800015,2012-06-19T00:00:00.000,19068,6,1,27.55,27.55,65
S06129400028,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06129200075,2012-06-19T00:00:00.000,19068,6,1,27.55,27.55,65
S06124900053,2012-06-19T00:00:00.000,19068,6,1,27.55,27.55,65
S06135300032,2012-06-19T00:00:00.000,19068,6,6,165.3,27.55,65
S06169100059,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06167400027,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06175000018,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06173900005,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06166300026,2012-06-20T00:00:00.000,19068,6,2,55.1,27.55,65
S06161300003,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06169900012,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06160300014,2012-06-20T00:00:00.000,19068,6,1,27.55,27.55,65
S06159300012,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06159100028,2012-06-20T00:00:00.000,19068,6,2,55.1,27.55,65
S06170100005,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06171600010,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06171800020,2012-06-20T00:00:00.000,19068,6,3,82.65,27.55,65
S06179900064,2012-06-20T00:00:00.000,19068,6,2,55.1,27.55,65
S06175700016,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06094400012,2012-06-20T00:00:00.000,19068,6,24,661.2,27.55,65
S06182800003,2012-06-20T00:00:00.000,19068,6,6,165.3,27.55,65
S06193200006,2012-06-21T00:00:00.000,19068,6,1,27.55,27.55,65
S06169500036,2012-06-21T00:00:00.000,19068,6,2,55.1,27.55,65
S06179500014,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06181800016,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06182400027,2012-06-21T00:00:00.000,19068,6,1,27.55,27.55,65
S06190500061,2012-06-21T00:00:00.000,19068,6,2,55.1,27.55,65
S06191100029,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06191200004,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06191400025,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06192500004,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06194100006,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06195400045,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06196100042,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06197000003,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06198300059,2012-06-21T00:00:00.000,19068,6,30,826.5,27.55,65
S06199000007,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06201000013,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06202200087,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06203600091,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06205200081,2012-06-21T00:00:00.000,19068,6,1,27.55,27.55,65
S06205900066,2012-06-21T00:00:00.000,19068,6,4,110.2,27.55,65
S06193800041,2012-06-21T00:00:00.000,19068,6,6,165.3,27.55,65
S06231400013,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06227200005,2012-06-25T00:00:00.000,19068,6,48,1322.4,27.55,65
S06228100006,2012-06-25T00:00:00.000,19068,6,18,495.9,27.55,65
S06235200055,2012-06-25T00:00:00.000,19068,6,1,27.55,27.55,65
S06236200003,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06217300006,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06236900002,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06217600011,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06218200041,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06219000019,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06222300022,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06223100012,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06223400028,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06224000010,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06225300010,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06225500040,2012-06-25T00:00:00.000,19068,6,1,27.55,27.55,65
S06237500011,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06225900010,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06238300019,2012-06-25T00:00:00.000,19068,6,2,55.1,27.55,65
S06239100005,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06216300023,2012-06-25T00:00:00.000,19068,6,2,55.1,27.55,65
S06229600009,2012-06-25T00:00:00.000,19068,6,180,4959,27.55,65
S06208900020,2012-06-25T00:00:00.000,19068,6,1,27.55,27.55,65
S06241700012,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06214100019,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06229900027,2012-06-25T00:00:00.000,19068,6,6,165.3,27.55,65
S06231100065,2012-06-25T00:00:00.000,19068,6,3,82.65,27.55,65
S06247400003,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06270800048,2012-06-26T00:00:00.000,19068,6,1,27.55,27.55,65
S06248400005,2012-06-26T00:00:00.000,19068,6,12,330.6,27.55,65
S06249000025,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06269100008,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06268700006,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06267300019,2012-06-26T00:00:00.000,19068,6,18,495.9,27.55,65
S06267000012,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06255000006,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06261700014,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06249800047,2012-06-26T00:00:00.000,19068,6,2,55.1,27.55,65
S06258700020,2012-06-26T00:00:00.000,19068,6,3,82.65,27.55,65
S06257400007,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06256800066,2012-06-26T00:00:00.000,19068,6,3,82.65,27.55,65
S06256700074,2012-06-26T00:00:00.000,19068,6,1,27.55,27.55,65
S06256600003,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06256100013,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06255700006,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06255400004,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06255100012,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06244000030,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06248800005,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06254800099,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06263600012,2012-06-26T00:00:00.000,19068,6,3,82.65,27.55,65
S06240900030,2012-06-26T00:00:00.000,19068,6,1,27.55,27.55,65
S06241000087,2012-06-26T00:00:00.000,19068,6,1,27.55,27.55,65
S06241500012,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06241900006,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06243300005,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06243500006,2012-06-26T00:00:00.000,19068,6,12,330.6,27.55,65
S06244600004,2012-06-26T00:00:00.000,19068,6,12,330.6,27.55,65
S06244700010,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06245100006,2012-06-26T00:00:00.000,19068,6,24,661.2,27.55,65
S06245300062,2012-06-26T00:00:00.000,19068,6,2,55.1,27.55,65
S06245400018,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06245600050,2012-06-26T00:00:00.000,19068,6,6,165.3,27.55,65
S06255500008,2012-06-26T00:00:00.000,19068,6,2,55.1,27.55,65
S06277500045,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06290700048,2012-06-27T00:00:00.000,19068,6,3,82.65,27.55,65
S06297600032,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06297800010,2012-06-27T00:00:00.000,19068,6,12,330.6,27.55,65
S06299600070,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06264400006,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06290000004,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06300800006,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06299900039,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06294400013,2012-06-27T00:00:00.000,19068,6,12,330.6,27.55,65
S06292200054,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06292100029,2012-06-27T00:00:00.000,19068,6,3,82.65,27.55,65
S06291300092,2012-06-27T00:00:00.000,19068,6,1,27.55,27.55,65
S06291100032,2012-06-27T00:00:00.000,19068,6,3,82.65,27.55,65
S06289800030,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06289600159,2012-06-27T00:00:00.000,19068,6,1,27.55,27.55,65
S06289100002,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06287100016,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06286400007,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06282400046,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06281700013,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06281500045,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06281200010,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06281000010,2012-06-27T00:00:00.000,19068,6,18,495.9,27.55,65
S06280800017,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06280400033,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06280100008,2012-06-27T00:00:00.000,19068,6,90,2479.5,27.55,65
S06279400001,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06279100002,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06277200041,2012-06-27T00:00:00.000,19068,6,12,330.6,27.55,65
S06275900006,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06275200026,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06275000040,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06274700014,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06274500049,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06273800009,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06271300002,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06270600026,2012-06-27T00:00:00.000,19068,6,2,55.1,27.55,65
S06270300006,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06262300005,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06249200013,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06209400056,2012-06-27T00:00:00.000,19068,6,6,165.3,27.55,65
S06294500029,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06302500021,2012-06-28T00:00:00.000,19068,6,2,55.1,27.55,65
S06319100019,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06303400010,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06306700011,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06307300010,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06308600008,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06308800011,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06311100004,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06311200027,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06313400088,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06314200106,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06314300030,2012-06-28T00:00:00.000,19068,6,3,82.65,27.55,65
S06314700021,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06315700015,2012-06-28T00:00:00.000,19068,6,2,55.1,27.55,65
S06316300100,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06316400036,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06317500002,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06319700009,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06320100001,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06320400023,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06320500032,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06321200053,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06321300020,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06322100043,2012-06-28T00:00:00.000,19068,6,2,55.1,27.55,65
S06322300044,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06323100011,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06323700009,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06324100043,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06325800014,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
S06327400033,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06329500030,2012-06-28T00:00:00.000,19068,6,1,27.55,27.55,65
S06315300034,2012-06-28T00:00:00.000,19068,6,6,165.3,27.55,65
